   Omega 1   Omega 2   Omega 3     Psi 1     Psi 2     Psi 3
Mean = 
   0.25092   0.43335   0.56621   0.25160   0.43389   0.56663
Max = 
   0.25240   0.43547   0.57535   0.30000   0.52944   0.70396
Min = 
   0.00000   0.00000   0.00000   0.00000   0.00000   0.00000
SD = 
   0.00635   0.00789   0.00701   0.04959   0.07970   0.09681
Last = 
   0.25230   0.43508   0.56803   0.26440   0.45526   0.59357

data = 
   0.24810   0.43103   0.56531   0.26501   0.45729   0.59721
   0.24808   0.43099   0.56527   0.24415   0.42579   0.56147
   0.24827   0.43142   0.56595   0.28487   0.48770   0.63222
   0.24848   0.43191   0.56672   0.28932   0.49497   0.64110
   0.24819   0.43121   0.56558   0.19247   0.34020   0.45455
   0.24804   0.43083   0.56494   0.21889   0.38142   0.50283
   0.24830   0.43143   0.56588   0.29949   0.50982   0.65738
   0.24838   0.43161   0.56617   0.26380   0.45545   0.59507
   0.24816   0.43107   0.56527   0.20492   0.35951   0.47697
   0.24787   0.43030   0.56397   0.18929   0.32990   0.43533
   0.24802   0.43068   0.56457   0.27927   0.47995   0.62424
   0.24809   0.43084   0.56483   0.26203   0.45212   0.59040
   0.24835   0.43142   0.56575   0.29912   0.50930   0.65681
   0.24859   0.43198   0.56661   0.29638   0.50540   0.65266
   0.24828   0.43120   0.56534   0.18582   0.32824   0.43834
   0.24790   0.43028   0.56381   0.17202   0.30613   0.41154
   0.24815   0.43086   0.56474   0.29950   0.50983   0.65737
   0.24821   0.43099   0.56495   0.25920   0.44813   0.58626
   0.24822   0.43103   0.56503   0.25148   0.43654   0.57320
   0.24841   0.43145   0.56570   0.28526   0.48837   0.63308
