   Omega 1   Omega 2   Omega 3     Psi 1     Psi 2     Psi 3
Mean = 
   0.79976   0.89476   0.92970   0.78672   0.87970   0.91672
   0.79857   0.89294   0.92744   0.57872   0.67010   0.71960
   0.79870   0.89315   0.92771   0.82244   0.91875   0.95312
   0.79901   0.89365   0.92830   0.85827   0.95506   0.98244
   0.79920   0.89394   0.92867   0.83445   0.93022   0.96237
   0.79939   0.89424   0.92903   0.83489   0.93059   0.96267
   0.79967   0.89466   0.92952   0.85133   0.94702   0.97563
   0.79983   0.89491   0.92985   0.82965   0.92621   0.95993
   0.79985   0.89494   0.92991   0.80338   0.89874   0.93549
   0.79907   0.89380   0.92855   0.65311   0.75054   0.80160
   0.79927   0.89410   0.92893   0.83555   0.93231   0.96465
   0.79942   0.89428   0.92908   0.82921   0.91701   0.94332
   0.79968   0.89466   0.92951   0.84928   0.94286   0.97015
   0.79973   0.89471   0.92959   0.80766   0.90122   0.93678
   0.79964   0.89459   0.92949   0.78388   0.87940   0.91962
   0.79982   0.89481   0.92969   0.83333   0.92216   0.94872
   0.80008   0.89518   0.93010   0.84942   0.94280   0.97009
   0.80020   0.89538   0.93037   0.82448   0.92088   0.95545
   0.79954   0.89431   0.92897   0.67235   0.75658   0.79539
   0.79981   0.89470   0.92941   0.85103   0.94470   0.97168
   0.80006   0.89507   0.92983   0.84968   0.94309   0.97036
   0.80027   0.89532   0.93007   0.83987   0.92788   0.95260
   0.79987   0.89472   0.92939   0.72244   0.81681   0.86329
   0.80012   0.89508   0.92980   0.84911   0.94272   0.97027
   0.79939   0.89398   0.92849   0.65534   0.75026   0.80015
   0.79964   0.89437   0.92894   0.84956   0.94464   0.97324
   0.79990   0.89475   0.92937   0.85114   0.94478   0.97176
   0.79965   0.89442   0.92904   0.75076   0.85135   0.89658
   0.79993   0.89484   0.92953   0.85441   0.94971   0.97733
   0.80019   0.89522   0.92995   0.85163   0.94520   0.97206
   0.80040   0.89551   0.93026   0.84305   0.93385   0.96077
   0.80026   0.89525   0.92993   0.77312   0.86144   0.89738
   0.80052   0.89562   0.93034   0.85075   0.94402   0.97110
   0.80024   0.89518   0.92983   0.74434   0.83761   0.87876
   0.79948   0.89392   0.92818   0.64808   0.72514   0.76317
   0.79971   0.89428   0.92862   0.84579   0.94263   0.97279
   0.79994   0.89460   0.92899   0.84500   0.93778   0.96574
   0.80019   0.89498   0.92941   0.85185   0.94539   0.97228
   0.80046   0.89539   0.92989   0.85541   0.95073   0.97840
   0.80019   0.89497   0.92941   0.74553   0.83892   0.88025
   0.80046   0.89538   0.92989   0.85544   0.95078   0.97845
   0.80056   0.89554   0.93009   0.82128   0.91645   0.95073
   0.80075   0.89579   0.93037   0.83838   0.93003   0.95868
   0.80048   0.89537   0.92988   0.74606   0.83908   0.88018
   0.80022   0.89497   0.92941   0.74667   0.83986   0.88105
   0.80003   0.89468   0.92909   0.76033   0.85438   0.89688
   0.79977   0.89429   0.92864   0.74681   0.84025   0.88162
   0.80005   0.89471   0.92913   0.85691   0.95276   0.98027
   0.80024   0.89501   0.92951   0.84035   0.93708   0.96869
   0.80046   0.89532   0.92987   0.84593   0.93868   0.96656
   0.80071   0.89568   0.93027   0.85245   0.94576   0.97251
   0.80091   0.89596   0.93056   0.84357   0.93405   0.96083
   0.80110   0.89619   0.93077   0.84103   0.92853   0.95289
   0.80063   0.89546   0.92989   0.70136   0.79413   0.83694
   0.80091   0.89589   0.93038   0.86011   0.95578   0.98261
   0.80053   0.89532   0.92973   0.72087   0.81476   0.86104
   0.80065   0.89546   0.92986   0.82535   0.91508   0.94390
   0.80089   0.89581   0.93027   0.85293   0.94614   0.97277
   0.80010   0.89461   0.92882   0.63085   0.72468   0.77505
   0.79941   0.89360   0.92762   0.65315   0.75012   0.80089
   0.79963   0.89392   0.92799   0.84575   0.93891   0.96680
   0.79968   0.89400   0.92811   0.81041   0.90538   0.94137
   0.79984   0.89426   0.92844   0.83469   0.93085   0.96309
   0.80005   0.89457   0.92882   0.84381   0.94024   0.97040
   0.80029   0.89495   0.92926   0.85364   0.94847   0.97609
   0.80023   0.89485   0.92916   0.78658   0.88081   0.91901
   0.80033   0.89500   0.92937   0.82155   0.91687   0.95108
   0.79986   0.89429   0.92853   0.69782   0.79119   0.83802
