   ID      true         1         2
 5210    1.0000    1.3787    1.3265
 5211    1.0000    0.9625    0.8758
 5212    1.0000    0.7892    0.8284
 5213    1.0000    0.7373    0.9988
 5214    1.0000    1.0688    1.0995
 5215    1.0000    0.8192    0.9736
 5216    1.0000    1.0653    1.1342
 5217    1.0000    0.6138    0.7504
 5218    1.0000    0.7359    0.9841
 5219    1.0000    0.9417    1.0020
 5220    1.0000    0.5860    0.6787
 5221    1.0000    0.8263    0.9160
 5222    1.0000    0.5535    0.2725
 5223    1.0000    1.1659    0.9721
 5224    1.0000    0.4585    0.6702
 5225    1.0000    0.9079    0.8934
 5226    1.0000    0.8804    0.7582
 5227    1.0000    0.7470    0.6069
 5228    1.0000    0.7187    0.8670
 5229    1.0000    0.0870    0.7192
 5230    1.0000    0.6877    0.8436
 5231    1.0000    1.6270    1.4109
 5232    1.0000    0.2835    0.6120
 5233    1.0000    0.9611    0.9235
 5234    1.0000    0.8465    1.0650
 5235    1.0000    0.9471    0.8810
 5236    1.0000    1.3942    1.0446
 5237    1.0000    0.9181    0.6712
 5238    1.0000    0.8377    1.0590
 5239    1.0000    0.7583    1.0525
 5240    1.0000    0.8949    1.2523
 5241    1.0000    1.9285    1.1918
 5242    1.0000    1.0795    1.0945
 5243    1.0000    1.0778    1.2660
 5244    1.0000    0.9483    1.2722
 5245    1.0000    1.2952    1.2204
 5246    1.0000    1.1696    1.1015
 5247    1.0000    1.6108    1.2325
 5248    1.0000    1.6693    1.0389
 5249    1.0000    0.9311    0.8433
 5250    1.0000    0.9595    0.9749
 5251    1.0000    1.5822    1.0787
 5252    1.0000    0.9306    0.9021
 5253    1.0000    0.6063    0.9509
 5254    1.0000    1.1752    1.0557
 5255    1.0000    0.7000    0.9249
 5256    1.0000    0.9261    1.1229
 5257    1.0000    1.0044    0.9060
 5258    1.0000    1.0920    0.9903
 5259    1.0000    0.7756    1.0249
 5260    1.0000    1.1303    0.9262
 5261    1.0000    0.8771    0.8356
 5262    1.0000    1.1042    0.9544
 5263    1.0000    0.6712    0.8318
 5264    1.0000    0.7614    0.7117
 5265    1.0000    0.7820    0.6189
 5266    1.0000    0.6560    0.9674
 5267    1.0000    0.5345    0.7616
 5268    1.0000    1.3823    0.8263
 5269    1.0000    0.9909    0.9906
 5270    1.0000    1.3951    1.1738
 5271    1.0000    0.9758    0.6852
 5272    1.0000    1.4415    1.1298
 5273    1.0000    1.3316    1.4182
 5274    1.0000    1.0893    1.0507
 5275    1.0000    0.2654    0.5387
 5276    1.0000    0.8427    0.9335
 5277    1.0000    1.1166    1.2821
 5278    1.0000    0.9470    1.0857
 5279    1.0000    1.3002    1.1126
 5280    1.0000    0.8744    1.0539
 5281    1.0000    1.3548    0.9270
 5282    1.0000    1.4415    2.0107
 5283    1.0000    1.6108    1.1446
 5284    1.0000    0.9478    0.8728
 5285    1.0000    0.6895    0.8710
 5286    1.0000    0.9269    0.8037
 5287    1.0000    0.8305    0.8838
 5288    1.0000    1.1079    1.0070
 5289    1.0000    1.0475    1.0212
 5290    1.0000    1.9285    1.4287
 5291    1.0000    0.6941    0.7774
 5292    1.0000    0.6232    0.9556
 5293    1.0000    0.5093    0.5816
 5294    1.0000    1.0854    1.3059
 5295    1.0000    1.6693    1.1545
 5296    1.0000    0.7901    1.0877
 5297    1.0000    0.7852    0.9947
 5298    1.0000    1.5885    1.1586
 5299    1.0000    0.6948    0.9028
 5300    1.0000    0.7526    0.6375
 5301    1.0000    0.9169    0.8749
 5302    1.0000    0.9316    1.2202
 5303    1.0000    1.3826    0.9864
 5304    1.0000    1.1311    1.0902
 5305    1.0000    1.0118    0.8857
 5306    1.0000    0.8116    0.8195
 5307    1.0000    0.6344    1.0454
 5308    1.0000    1.3011    1.0226
 5309    1.0000    1.1757    0.9274
 5310    1.0000    1.4389    1.0860
 5311    1.0000    1.9285    1.6437
 5312    1.0000    0.7906    0.7526
 5313    1.0000    0.4983    0.4903
 5314    1.0000    1.1337    1.1465
 5315    1.0000    1.2001    0.8935
 5316    1.0000    0.7091    0.8886
 5317    1.0000    0.7863    0.6863
 5318    1.0000    1.0994    0.9307
 5319    1.0000    1.3103    1.3899
 5320    1.0000    0.9337    0.9884
 5321    1.0000    0.9706    0.6281
 5322    1.0000    1.0917    1.1024
 5323    1.0000    1.4187    0.9539
 5324    1.0000    1.5456    1.2882
 5325    1.0000    0.6931    0.4977
 5326    1.0000    0.6374    0.7997
 5327    1.0000    0.0542    0.4957
 5328    1.0000    1.1295    0.9382
 5329    1.0000    0.4502    0.7087
 5330    1.0000    0.7445    0.5221
 5331    1.0000    1.1405    1.3990
 5332    1.0000    1.2856    0.9315
 5333    1.0000    1.3103    1.1652
 5334    1.0000    0.9201    1.0356
 5335    1.0000    1.2857    1.6618
 5336    1.0000    1.0776    1.3296
 5337    1.0000    0.9444    0.9591
 5338    1.0000    0.7750    1.0810
 5339    1.0000    0.9269    0.9124
 5340    1.0000    0.7175    0.8594
 5341    1.0000    1.0393    0.8884
 5342    1.0000    0.6276    0.7300
 5343    1.0000    1.0913    1.1864
 5344    1.0000    1.0988    1.4291
 5345    1.0000    1.1821    0.8020
 5346    1.0000    1.5644    1.5920
 5347    1.0000    0.6546    0.7267
 5348    1.0000    0.9101    0.6658
 5349    1.0000    1.2582    1.0936
 5350    1.0000    0.9879    0.6888
 5351    1.0000    0.5595    0.5727
 5352    1.0000    0.8667    0.8673
 5353    1.0000    0.6899    0.7436
 5354    1.0000    1.0500    0.8602
 5355    1.0000    1.0589    0.8942
 5356    1.0000    1.0194    0.8093
 5357    1.0000    0.3992    0.5446
 5358    1.0000    1.2952    1.2132
 5359    1.0000    0.8764    0.9494
 5360    1.0000    0.8907    0.9660
 5361    1.0000    1.3868    1.3401
 5362    1.0000    0.9512    1.0893
 5363    1.0000    0.8163    1.4121
 5364    1.0000    0.9017    0.9238
 5365    1.0000    0.8591    0.8199
 5366    1.0000    1.2962    0.9136
 5367    1.0000    1.0709    1.2661
 5368    1.0000    0.3443    0.5871
 5369    1.0000    0.8576    0.9912
 5370    1.0000    1.2067    1.2553
 5371    1.0000    0.5645    0.9738
 5372    1.0000    0.5588    0.8297
 5373    1.0000    1.1581    1.2636
 5374    1.0000    0.5999    1.0417
 5375    1.0000    0.5160    0.6475
 5376    1.0000    0.5128    0.7674
 5377    1.0000    0.8177    0.8080
 5378    1.0000    1.2826    1.3803
 5379    1.0000    0.8439    0.9015
 5380    1.0000    0.5151    0.4537
 5381    1.0000    0.6344    0.6026
 5382    1.0000    1.0901    1.0296
 5383    1.0000    0.7509    0.9929
 5384    1.0000    1.1540    1.0382
 5385    1.0000    0.9917    0.6294
 5386    1.0000    1.2882    0.8447
 5387    1.0000    1.0593    0.6358
 5388    1.0000    0.6166    0.6877
 5389    1.0000    0.8893    0.8515
 5390    1.0000    0.6257    0.7462
 5391    1.0000    0.7969    0.9667
 5392    1.0000    1.0466    0.9964
 5393    1.0000    0.8712    0.8549
 5394    1.0000    1.0619    0.9100
 5395    1.0000    0.8114    0.7833
 5396    1.0000    1.3787    1.1580
 5397    1.0000    0.8352    0.6048
 5398    1.0000    1.3445    0.8359
 5399    1.0000    0.2772    0.6633
 5400    1.0000    1.3469    0.8152
 5401    1.0000    0.9824    0.8252
 5402    1.0000    0.1813    0.5198
 5403    1.0000    1.0725    1.1976
 5404    1.0000    0.9508    1.1034
 5405    1.0000    0.8008    0.7396
 5406    1.0000    1.2286    1.1134
 5407    1.0000    0.5342    0.7152
 5408    1.0000    1.9285    1.3854
 5409    1.0000    0.7778    0.7707
 5410    1.0000    0.8910    0.9530
 5411    1.0000    0.7522    0.8028
 5412    1.0000    0.7964    0.9411
 5413    1.0000    0.8386    1.0958
 5414    1.0000    0.4178    0.7627
 5415    1.0000    0.9671    0.9583
 5416    1.0000    0.8279    0.7083
 5417    1.0000    1.1483    1.0481
 5418    1.0000    1.3248    1.1438
 5419    1.0000    0.6878    0.8599
 5420    1.0000    0.9718    1.0989
 5421    1.0000    0.2517    0.6468
 5422    1.0000    1.0264    0.7148
 5423    1.0000    1.0970    0.8742
 5424    1.0000    0.3427    0.8445
 5425    1.0000    1.1404    1.0948
 5426    1.0000    0.6761    0.9252
 5427    1.0000    0.9767    0.9665
 5428    1.0000    0.8413    0.7827
 5429    1.0000    0.6389    0.8725
 5430    1.0000    0.4147    0.7681
 5431    1.0000    0.6572    0.7059
 5432    1.0000    1.2856    1.3821
 5433    1.0000    1.1539    1.2702
 5434    1.0000    1.0089    1.0153
 5435    1.0000    1.1342    0.8254
 5436    1.0000    1.1053    0.8561
 5437    1.0000    1.1691    0.5784
 5438    1.0000    0.8640    0.9290
 5439    1.0000    0.9201    0.9458
 5440    1.0000    0.6905    1.0448
 5441    1.0000    0.9083    1.0117
 5442    1.0000    1.0608    1.1983
 5443    1.0000    1.1435    1.0970
 5444    1.0000    0.6167    0.8840
 5445    1.0000    0.7342    0.8444
 5446    1.0000    1.2857    1.1952
 5447    1.0000    0.8000    0.7638
 5448    1.0000    1.3621    1.0736
 5449    1.0000    1.1125    1.3022
 5450    1.0000    1.1396    1.0919
 5451    1.0000    1.0060    1.0229
 5452    1.0000    0.3830    0.6156
 5453    1.0000    1.0006    0.8123
 5454    1.0000    1.1980    0.7391
 5455    1.0000    0.1393    0.5734
 5456    1.0000    1.3386    1.3130
 5457    1.0000    0.4102    0.6295
 5458    1.0000    0.6342    0.9591
 5459    1.0000    1.2900    0.9600
 5460    1.0000    0.6025    0.8508
 5461    1.0000    0.8165    0.7074
 5462    1.0000    0.9684    0.8324
 5463    1.0000    1.2991    1.0185
 5464    1.0000    0.7284    1.2516
 5465    1.0000    0.3589    0.9610
 5466    1.0000    0.8632    0.8258
 5467    1.0000    1.1479    0.8670
 5468    1.0000    1.1804    1.0684
 5469    1.0000    1.1281    0.8422
 5470    1.0000    0.2047    0.3751
 5471    1.0000    1.5187    0.9853
 5472    1.0000    0.4370    0.9260
 5473    1.0000    1.0950    0.9799
 5474    1.0000    0.6481    0.7513
 5475    1.0000    1.1246    0.8458
 5476    1.0000    1.3107    1.3176
 5477    1.0000    1.1010    1.0662
 5478    1.0000    1.1579    1.1433
 5479    1.0000    1.1024    1.0788
 5480    1.0000    0.9983    0.9683
 5481    1.0000    0.3329    0.8091
 5482    1.0000    0.8041    0.8684
 5483    1.0000    1.0140    1.3241
 5484    1.0000    0.9358    1.0518
 5485    1.0000    0.4891    0.7073
 5486    1.0000    0.8908    1.1444
 5487    1.0000    0.2161    0.6304
 5488    1.0000    0.4725    0.5935
 5489    1.0000    1.9285    1.2728
 5490    1.0000    1.0081    0.8812
 5491    1.0000    0.0762    0.2384
 5492    1.0000    0.5709    0.5527
 5493    1.0000    1.1579    1.1365
 5494    1.0000    0.6900    1.1629
 5495    1.0000    1.1275    0.6310
 5496    1.0000    0.9677    0.7905
 5497    1.0000    0.7419    1.0022
 5498    1.0000    0.4850    0.6884
 5499    1.0000    0.6870    0.8516
 5500    1.0000    1.4187    1.1985
 5501    1.0000    0.5020    0.6400
 5502    1.0000    0.8027    0.8894
 5503    1.0000    1.6693    1.3206
 5504    1.0000    1.5456    1.0683
 5505    1.0000    1.4187    1.1813
 5506    1.0000    0.6491    0.8836
 5507    1.0000    0.9747    0.8449
 5508    1.0000    0.6467    0.7409
 5509    1.0000    1.1074    1.1226
 5510    1.0000    0.6648    1.0590
 5511    1.0000    1.0970    1.1214
 5512    1.0000    1.1914    0.8012
 5513    1.0000    0.4548    0.5504
 5514    1.0000    0.8406    0.8538
 5515    1.0000    1.2067    1.0358
 5516    1.0000    0.4274    0.7012
 5517    1.0000    0.4088    0.5443
 5518    1.0000    0.9186    1.0462
 5519    1.0000    1.2421    1.0611
 5520    1.0000    0.6861    0.7833
 5521    1.0000    0.5023    0.8684
 5522    1.0000    0.6404    0.9790
 5523    1.0000    0.4100    0.6485
 5524    1.0000    0.6535    0.6092
 5525    1.0000    1.1301    0.8686
 5526    1.0000    1.0664    1.2263
 5527    1.0000    1.3942    1.0052
 5528    1.0000    0.8094    0.6722
 5529    1.0000    0.6108    0.8162
 5530    1.0000    0.7189    0.7860
 5531    1.0000    0.8211    0.7854
 5532    1.0000    0.5780    0.9517
 5533    1.0000    1.6693    1.0227
 5534    1.0000    1.2799    0.9656
 5535    1.0000    1.3796    0.9373
 5536    1.0000    0.6388    0.7773
 5537    1.0000    0.8611    1.0840
 5538    1.0000    1.1581    1.1971
 5539    1.0000    0.6368    0.9298
 5540    1.0000    0.9507    0.9792
 5541    1.0000    1.5822    1.3831
 5542    1.0000    0.9189    0.9380
 5543    1.0000    1.0878    0.9064
 5544    1.0000    0.9389    0.7407
 5545    1.0000    0.9690    0.8473
 5546    1.0000    0.8152    0.9010
 5547    1.0000    0.9234    0.8913
 5548    1.0000    1.9285    1.5130
 5549    1.0000    1.0059    0.9560
 5550    1.0000    1.0372    1.0509
 5551    1.0000    0.5562    0.7909
 5552    1.0000    0.6421    0.6635
 5553    1.0000    1.5885    1.1525
 5554    1.0000    1.0084    0.8612
 5555    1.0000    1.3470    1.2917
 5556    1.0000    1.0893    1.0630
 5557    1.0000    0.3358    0.8294
 5558    1.0000    0.6324    0.8253
 5559    1.0000    0.7549    0.9251
 5560    1.0000    1.6693    1.3008
 5561    1.0000    1.1390    1.1798
 5562    1.0000    1.1389    0.8813
 5563    1.0000    0.5963    0.8389
 5564    1.0000    0.9445    1.1378
 5565    1.0000    0.5848    0.9244
 5566    1.0000    1.4099    0.9015
 5567    1.0000    1.9285    1.4186
 5568    1.0000    1.1584    1.0575
 5569    1.0000    0.7873    0.8936
 5570    1.0000    1.1283    1.2208
 5571    1.0000    1.1184    0.9810
 5572    1.0000    0.9859    1.1455
 5573    1.0000    0.9175    1.0449
 5574    1.0000    0.7248    0.8928
 5575    1.0000    0.8406    0.9932
 5576    1.0000    0.9274    0.6287
 5577    1.0000    0.6156    0.7259
 5578    1.0000    1.1096    1.2968
 5579    1.0000    1.1966    1.0504
 5580    1.0000    0.7698    0.7658
 5581    1.0000    0.5907    0.6960
 5582    1.0000    0.7218    0.9566
 5583    1.0000    0.7585    0.8889
 5584    1.0000    0.4738    0.6992
 5585    1.0000    0.5439    0.7467
 5586    1.0000    0.5915    0.7652
 5587    1.0000    0.4036    0.7218
 5588    1.0000    0.7783    1.1676
 5589    1.0000    0.4514    0.7856
 5590    1.0000    1.0498    0.8479
 5591    1.0000    0.9926    0.8241
 5592    1.0000    0.5613    0.9578
 5593    1.0000    0.8517    0.9276
 5594    1.0000    1.0295    0.9439
 5595    1.0000    0.6607    1.0434
 5596    1.0000    1.2658    1.3945
 5597    1.0000    0.6096    0.5883
 5598    1.0000    1.4183    1.0920
 5599    1.0000    0.8366    1.1159
 5600    1.0000    0.6646    0.7455
 5601    1.0000    0.9887    0.7752
 5602    1.0000    0.5736    0.7077
 5603    1.0000    0.7290    0.7961
 5604    1.0000    0.4425    0.9417
 5605    1.0000    1.4187    1.0874
 5606    1.0000    1.1884    0.9726
 5607    1.0000    0.8890    0.7231
 5608    1.0000    1.0900    1.2053
 5609    1.0000    0.8184    1.0476
 5610    1.0000    1.3460    0.8523
 5611    1.0000    1.3092    0.9267
 5612    1.0000    0.5219    0.7868
 5613    1.0000    1.1846    1.0578
 5614    1.0000    0.5409    0.8347
 5615    1.0000    0.8398    0.9638
 5616    1.0000    0.9474    1.0024
 5617    1.0000    0.9968    1.0923
 5618    1.0000    0.7899    0.9452
 5619    1.0000    0.9399    0.9569
 5620    1.0000    0.8786    0.9120
 5621    1.0000    1.0737    1.1684
 5622    1.0000    0.9308    0.7997
 5623    1.0000    1.6270    1.1332
 5624    1.0000    0.7418    1.2568
 5625    1.0000    0.9184    0.6901
 5626    1.0000    1.0479    0.9900
 5627    1.0000    1.3613    1.1764
 5628    1.0000    0.6816    0.5771
 5629    1.0000    0.9470    0.8461
 5630    1.0000    1.6270    0.9803
 5631    1.0000    0.7072    0.8570
 5632    1.0000    0.4810    0.6608
 5633    1.0000    0.4451    0.8001
 5634    1.0000    0.8300    0.6768
 5635    1.0000    0.6340    0.4914
 5636    1.0000    1.1884    1.2305
 5637    1.0000    0.9449    1.0511
 5638    1.0000    1.1902    1.2649
 5639    1.0000    0.5367    0.6368
 5640    1.0000    0.6002    0.9047
 5641    1.0000    0.9712    1.1500
 5642    1.0000    1.0950    1.0189
 5643    1.0000    0.8657    0.9151
 5644    1.0000    0.6430    0.7399
 5645    1.0000    0.6280    0.6527
 5646    1.0000    1.0322    1.4283
 5647    1.0000    1.3237    1.2894
 5648    1.0000    0.9995    0.9166
 5649    1.0000    1.9285    1.6670
 5650    1.0000    0.3788    0.8367
 5651    1.0000    1.3093    1.2575
 5652    1.0000    0.8137    0.6096
 5653    1.0000    1.0743    1.0705
 5654    1.0000    1.3353    1.3081
 5655    1.0000    1.6108    1.4756
 5656    1.0000    1.3868    1.7797
 5657    1.0000    0.8891    1.1881
 5658    1.0000    1.3595    0.8809
 5659    1.0000    0.9006    0.5939
 5660    1.0000    1.1310    0.9792
 5661    1.0000    1.2783    0.6900
 5662    1.0000    0.4627    0.6419
 5663    1.0000    1.1930    0.9478
 5664    1.0000    0.9045    1.0470
 5665    1.0000    1.2111    1.0470
 5666    1.0000    0.5530    0.8413
 5667    1.0000    0.8378    0.9744
 5668    1.0000    0.7077    0.9249
 5669    1.0000    0.1848    0.6234
 5670    1.0000    1.3010    1.2519
 5671    1.0000    1.3475    0.9403
 5672    1.0000    1.3942    1.0951
 5673    1.0000    0.8676    0.8837
 5674    1.0000    1.1182    1.0865
 5675    1.0000    1.6270    1.1526
 5676    1.0000    1.1295    0.9129
 5677    1.0000    0.7742    0.9881
 5678    1.0000    0.9417    0.8693
 5679    1.0000    0.8008    0.7575
 5680    1.0000    0.9463    0.9993
 5681    1.0000    1.5507    1.1203
 5682    1.0000    0.9180    1.1457
 5683    1.0000    1.2081    1.0390
 5684    1.0000    0.9607    1.1137
 5685    1.0000    1.3466    1.1285
 5686    1.0000    0.5835    0.8688
 5687    1.0000    0.3898    0.7288
 5688    1.0000    1.3460    1.4240
 5689    1.0000    0.9365    0.7973
 5690    1.0000    0.8013    0.8984
 5691    1.0000    1.1222    1.1133
 5692    1.0000    0.8390    0.9342
 5693    1.0000    0.5600    0.9095
 5694    1.0000    0.6916    0.8315
 5695    1.0000    1.5822    1.0598
 5696    1.0000    0.8418    0.7778
 5697    1.0000    0.8733    0.9660
 5698    1.0000    1.0765    1.1804
 5699    1.0000    0.7860    0.7858
 5700    1.0000    1.6108    1.1153
 5701    1.0000    1.1072    0.9952
 5702    1.0000    0.9345    0.7292
 5703    1.0000    0.8913    0.8376
 5704    1.0000    1.4389    1.2221
 5705    1.0000    1.5507    1.0874
 5706    1.0000    0.3731    0.7459
 5707    1.0000    0.7346    0.6747
 5708    1.0000    0.8230    0.9637
 5709    1.0000    0.7814    0.6831
 5710    1.0000    1.0428    1.3361
 5711    1.0000    0.5825    1.2348
 5712    1.0000    0.8932    1.0731
 5713    1.0000    0.9258    0.9342
 5714    1.0000    0.8778    0.9456
 5715    1.0000    1.3548    1.0697
 5716    1.0000    0.8531    0.8290
 5717    1.0000    0.5804    0.6988
 5718    1.0000    1.1025    1.0096
 5719    1.0000    1.0576    1.4413
 5720    1.0000    0.6167    0.9857
 5721    1.0000    0.3370    0.7673
 5722    1.0000    1.6053    1.2778
 5723    1.0000    1.2857    1.4379
 5724    1.0000    1.0424    0.9846
 5725    1.0000    1.0878    0.8850
 5726    1.0000    0.6671    0.6365
 5727    1.0000    1.6270    1.0732
 5728    1.0000    0.9962    0.9404
 5729    1.0000    0.7057    1.1933
 5730    1.0000    0.7418    0.9548
 5731    1.0000    1.2581    0.8376
 5732    1.0000    1.0462    0.9791
 5733    1.0000    0.3180    0.8090
 5734    1.0000    0.9423    1.0844
 5735    1.0000    0.9289    0.9305
 5736    1.0000    1.5885    1.0820
 5737    1.0000    0.9469    1.2687
 5738    1.0000    1.5958    1.2040
 5739    1.0000    0.4767    0.6349
 5740    1.0000    0.5869    0.8148
 5741    1.0000    0.4591    0.9378
 5742    1.0000    1.1533    1.0407
 5743    1.0000    0.8497    1.0698
 5744    1.0000    1.1450    0.9933
 5745    1.0000    1.0025    1.3208
 5746    1.0000    0.6964    0.9019
 5747    1.0000    0.6415    0.8997
 5748    1.0000    0.9032    0.9425
 5749    1.0000    0.8536    0.8895
 5750    1.0000    0.8825    0.8052
 5751    1.0000    1.0935    1.1472
 5752    1.0000    1.1483    1.0694
 5753    1.0000    0.7107    0.4478
 5754    1.0000    0.8304    1.0171
 5755    1.0000    1.0475    1.0353
 5756    1.0000    0.5696    0.5077
 5757    1.0000    1.1385    0.7209
 5758    1.0000    0.5879    0.6722
 5759    1.0000    0.9807    1.2535
 5760    1.0000    1.5644    1.2135
 5761    1.0000    0.5688    0.9738
 5762    1.0000    1.1581    1.1581
 5763    1.0000    0.6383    0.9605
 5764    1.0000    0.5999    0.6336
 5765    1.0000    1.1414    1.0375
 5766    1.0000    0.8328    0.9734
 5767    1.0000    0.9469    1.1585
 5768    1.0000    0.6953    0.9657
 5769    1.0000    0.3445    0.8514
 5770    1.0000    0.5987    0.8971
 5771    1.0000    0.6757    0.6349
 5772    1.0000    0.9356    0.9025
 5773    1.0000    0.5451    0.8210
 5774    1.0000    0.9921    0.9293
 5775    1.0000    0.8527    1.1375
 5776    1.0000    0.2961    0.7126
 5777    1.0000    1.2874    1.1253
 5778    1.0000    1.0580    1.2112
 5779    1.0000    0.5540    0.9406
 5780    1.0000    0.7309    0.8272
 5781    1.0000    0.5903    0.9561
 5782    1.0000    1.0901    0.8497
 5783    1.0000    0.5460    0.7457
 5784    1.0000    0.8007    0.7989
 5785    1.0000    1.3102    1.2777
 5786    1.0000    1.3092    0.7034
 5787    1.0000    0.8744    0.8142
 5788    1.0000    1.1684    1.2596
 5789    1.0000    0.9416    1.2397
 5790    1.0000    1.1479    0.8264
 5791    1.0000    1.3828    0.8806
 5792    1.0000    1.4389    1.1124
 5793    1.0000    0.5186    0.7274
 5794    1.0000    0.1343    0.4075
 5795    1.0000    1.1170    0.9981
 5796    1.0000    1.1164    0.8873
 5797    1.0000    1.1034    0.9078
 5798    1.0000    0.7836    0.7601
 5799    1.0000    1.1096    0.9416
 5800    1.0000    1.1604    1.0725
 5801    1.0000    1.0893    1.1052
 5802    1.0000    1.3353    1.0965
 5803    1.0000    1.3826    0.8480
 5804    1.0000    0.6413    1.0387
 5805    1.0000    0.7263    0.9346
 5806    1.0000    0.7328    0.9575
 5807    1.0000    1.0264    1.1205
 5808    1.0000    0.5941    0.9827
 5809    1.0000    0.9813    1.1729
 5810    1.0000    0.5842    1.0345
 5811    1.0000    0.5677    0.8676
 5812    1.0000    1.9285    1.2800
 5813    1.0000    0.8377    0.9369
 5814    1.0000    1.0961    0.9368
 5815    1.0000    0.6832    0.7393
 5816    1.0000    1.0401    1.0131
 5817    1.0000    0.9955    0.9083
 5818    1.0000    0.9065    0.7096
 5819    1.0000    0.3249    0.6783
 5820    1.0000    0.6755    1.0623
 5821    1.0000    0.7313    0.8615
 5822    1.0000    0.7109    0.8768
 5823    1.0000    1.3236    0.9699
 5824    1.0000    1.2991    1.5792
 5825    1.0000    0.8044    0.9753
 5826    1.0000    0.7992    1.1259
 5827    1.0000    0.6643    0.7971
 5828    1.0000    1.6270    1.5114
 5829    1.0000    0.3587    0.8203
 5830    1.0000    1.6800    0.9434
 5831    1.0000    1.3386    0.9206
 5832    1.0000    0.2021    0.4905
 5833    1.0000    0.7908    0.8659
 5834    1.0000    0.5172    0.6221
 5835    1.0000    1.1636    1.0867
 5836    1.0000    0.4963    0.9514
 5837    1.0000    1.1388    1.3254
 5838    1.0000    1.6693    1.2658
 5839    1.0000    0.7731    0.8962
 5840    1.0000    0.6122    0.6577
 5841    1.0000    0.7459    0.9103
 5842    1.0000    1.3321    0.9947
 5843    1.0000    1.4265    1.3457
 5844    1.0000    0.8242    1.1123
 5845    1.0000    0.7451    0.6481
 5846    1.0000    0.6279    0.8934
 5847    1.0000    0.9493    1.0647
 5848    1.0000    0.8879    0.8402
 5849    1.0000    1.6693    1.7398
 5850    1.0000    1.3352    1.0226
 5851    1.0000    0.2519    0.7420
 5852    1.0000    1.2351    1.0376
 5853    1.0000    1.1644    1.2799
 5854    1.0000    0.6414    0.7375
 5855    1.0000    1.2991    0.9301
 5856    1.0000    1.6270    1.2465
 5857    1.0000    1.9285    1.5024
 5858    1.0000    1.6270    1.2191
 5859    1.0000    0.9666    0.8878
 5860    1.0000    1.5885    1.2059
 5861    1.0000    1.5644    1.0428
 5862    1.0000    1.0581    0.7765
 5863    1.0000    0.4446    0.9080
 5864    1.0000    0.6696    0.8324
 5865    1.0000    0.6746    0.7609
 5866    1.0000    1.3715    1.3194
 5867    1.0000    0.6218    0.8037
 5868    1.0000    0.6433    0.6873
 5869    1.0000    1.5644    1.1696
 5870    1.0000    1.5507    1.2175
 5871    1.0000    0.7062    0.7932
 5872    1.0000    0.8660    0.9580
 5873    1.0000    0.6839    0.8670
 5874    1.0000    0.9378    0.7786
 5875    1.0000    1.0053    0.6326
 5876    1.0000    0.6683    0.8675
 5877    1.0000    1.3237    1.1797
 5878    1.0000    1.5885    1.0520
 5879    1.0000    0.7495    0.7837
 5880    1.0000    1.2712    1.2522
 5881    1.0000    0.9995    1.3940
 5882    1.0000    0.6334    0.7144
 5883    1.0000    0.9398    0.9747
 5884    1.0000    0.5485    0.9529
 5885    1.0000    0.9851    1.1946
 5886    1.0000    0.8632    0.7714
 5887    1.0000    1.3103    0.9665
 5888    1.0000    0.8764    1.0001
 5889    1.0000    0.9350    1.0533
 5890    1.0000    0.6725    0.7463
 5891    1.0000    0.5400    0.9911
 5892    1.0000    0.7991    0.6226
 5893    1.0000    1.0345    0.9729
 5894    1.0000    0.8458    0.8190
 5895    1.0000    1.3474    1.0512
 5896    1.0000    1.0273    1.0828
 5897    1.0000    0.8628    0.7618
 5898    1.0000    0.9712    0.9051
 5899    1.0000    0.5165    0.7778
 5900    1.0000    0.6063    0.8080
 5901    1.0000    0.7837    1.0329
 5902    1.0000    1.0269    0.7307
 5903    1.0000    0.7945    0.9462
 5904    1.0000    1.0122    1.5109
 5905    1.0000    1.2339    1.3055
 5906    1.0000    0.5790    0.7174
 5907    1.0000    0.6040    1.0046
 5908    1.0000    1.1390    1.0310
 5909    1.0000    0.5414    0.6970
 5910    1.0000    1.3949    1.2046
 5911    1.0000    0.7178    0.9738
 5912    1.0000    0.7329    0.7757
 5913    1.0000    1.6103    1.5970
 5914    1.0000    1.1036    0.9893
 5915    1.0000    0.3115    0.5018
 5916    1.0000    1.1666    0.9067
 5917    1.0000    0.4207    0.6701
 5918    1.0000    1.0225    1.1805
 5919    1.0000    0.7347    1.0040
 5920    1.0000    1.6108    1.1049
 5921    1.0000    0.9476    0.9521
 5922    1.0000    0.6379    0.8502
 5923    1.0000    1.4187    1.1816
 5924    1.0000    0.6131    1.1565
 5925    1.0000    0.8967    0.9372
 5926    1.0000    0.7921    0.9011
 5927    1.0000    0.8744    0.8632
 5928    1.0000    1.1820    0.7949
 5929    1.0000    0.9767    0.9131
 5930    1.0000    1.6108    1.2354
 5931    1.0000    0.7546    0.9323
 5932    1.0000    0.4546    0.3491
 5933    1.0000    1.0559    1.2194
 5934    1.0000    0.6443    0.6348
 5935    1.0000    0.4405    0.5833
 5936    1.0000    1.0543    1.2749
 5937    1.0000    0.7978    1.0217
 5938    1.0000    1.2876    0.9168
 5939    1.0000    0.7984    0.9805
 5940    1.0000    0.5081    0.9557
 5941    1.0000    0.4452    0.6043
 5942    1.0000    0.9684    0.8977
 5943    1.0000    0.4476    0.4918
 5944    1.0000    1.0834    0.9581
 5945    1.0000    0.3926    0.7557
