   ID       GA1       GA2       GA3
 8570    0.7237    0.8304    0.8854
 8571    0.7236    0.8303    0.8853
 8572    0.7236    0.8303    0.8853
 8573    0.7236    0.8303    0.8853
 8574    0.7236    0.8303    0.8853
 8575    0.7237    0.8304    0.8854
 8576    0.7236    0.8303    0.8853
 8577    0.7236    0.8303    0.8852
 8578    0.7236    0.8303    0.8853
 8579    0.7236    0.8302    0.8851
 8580    0.7236    0.8302    0.8852
 8581    0.7235    0.8301    0.8851
 8582    0.7236    0.8302    0.8851
 8583    0.7236    0.8302    0.8851
 8584    0.7236    0.8302    0.8851
 8585    0.7236    0.8302    0.8851
 8586    0.7236    0.8302    0.8851
 8587    0.7236    0.8302    0.8852
 8588    0.7235    0.8301    0.8850
 8589    0.7235    0.8301    0.8850
 8590    0.7236    0.8302    0.8851
 8591    0.7236    0.8302    0.8851
 8592    0.7236    0.8302    0.8851
 8593    0.7236    0.8302    0.8852
 8594    0.7236    0.8302    0.8851
 8595    0.7236    0.8303    0.8852
 8596    0.7236    0.8302    0.8852
 8597    0.7236    0.8303    0.8852
 8598    0.7236    0.8303    0.8852
 8599    0.7236    0.8302    0.8851
 8600    0.7235    0.8301    0.8849
 8601    0.7235    0.8300    0.8848
 8602    0.7235    0.8300    0.8849
 8603    0.7235    0.8300    0.8848
 8604    0.7235    0.8300    0.8848
 8605    0.7234    0.8299    0.8847
 8606    0.7234    0.8299    0.8847
 8607    0.7234    0.8299    0.8847
 8608    0.7234    0.8299    0.8847
 8609    0.7234    0.8298    0.8846
 8610    0.7234    0.8298    0.8846
 8611    0.7234    0.8299    0.8846
 8612    0.7234    0.8298    0.8845
 8613    0.7234    0.8297    0.8845
 8614    0.7234    0.8298    0.8845
 8615    0.7234    0.8298    0.8846
 8616    0.7234    0.8298    0.8845
 8617    0.7233    0.8297    0.8844
 8618    0.7233    0.8297    0.8844
 8619    0.7233    0.8297    0.8844
 8620    0.7233    0.8297    0.8844
 8621    0.7233    0.8297    0.8845
 8622    0.7234    0.8298    0.8845
 8623    0.7233    0.8297    0.8845
 8624    0.7233    0.8297    0.8843
 8625    0.7233    0.8297    0.8844
 8626    0.7233    0.8297    0.8844
 8627    0.7233    0.8297    0.8844
 8628    0.7233    0.8297    0.8844
 8629    0.7233    0.8297    0.8844
 8630    0.7233    0.8297    0.8844
 8631    0.7234    0.8298    0.8845
 8632    0.7233    0.8297    0.8845
 8633    0.7234    0.8298    0.8845
 8634    0.7234    0.8298    0.8845
 8635    0.7234    0.8298    0.8846
 8636    0.7233    0.8297    0.8844
 8637    0.7234    0.8298    0.8845
 8638    0.7233    0.8297    0.8844
 8639    0.7233    0.8297    0.8843
 8640    0.7233    0.8296    0.8843
 8641    0.7233    0.8296    0.8843
 8642    0.7233    0.8296    0.8843
 8643    0.7233    0.8296    0.8843
 8644    0.7233    0.8296    0.8843
 8645    0.7233    0.8296    0.8843
 8646    0.7233    0.8296    0.8844
 8647    0.7232    0.8296    0.8842
 8648    0.7232    0.8295    0.8842
 8649    0.7232    0.8296    0.8843
 8650    0.7233    0.8296    0.8843
 8651    0.7232    0.8295    0.8842
 8652    0.7232    0.8295    0.8842
 8653    0.7233    0.8296    0.8842
 8654    0.7233    0.8296    0.8843
 8655    0.7233    0.8296    0.8843
 8656    0.7233    0.8297    0.8844
 8657    0.7233    0.8297    0.8844
 8658    0.7233    0.8296    0.8843
 8659    0.7233    0.8296    0.8842
 8660    0.7232    0.8296    0.8842
 8661    0.7233    0.8296    0.8843
 8662    0.7232    0.8295    0.8841
 8663    0.7232    0.8295    0.8841
 8664    0.7232    0.8295    0.8841
 8665    0.7232    0.8295    0.8841
 8666    0.7232    0.8294    0.8840
 8667    0.7232    0.8294    0.8840
 8668    0.7232    0.8294    0.8840
 8669    0.7231    0.8294    0.8840
 8670    0.7231    0.8294    0.8840
 8671    0.7231    0.8293    0.8840
 8672    0.7231    0.8293    0.8839
 8673    0.7231    0.8293    0.8840
 8674    0.7231    0.8293    0.8839
 8675    0.7231    0.8293    0.8839
 8676    0.7231    0.8293    0.8840
 8677    0.7231    0.8293    0.8840
 8678    0.7231    0.8293    0.8840
 8679    0.7231    0.8293    0.8840
 8680    0.7231    0.8293    0.8840
 8681    0.7231    0.8294    0.8840
 8682    0.7231    0.8294    0.8841
 8683    0.7232    0.8294    0.8841
 8684    0.7232    0.8294    0.8841
 8685    0.7232    0.8294    0.8841
 8686    0.7231    0.8294    0.8841
 8687    0.7232    0.8294    0.8841
 8688    0.7232    0.8295    0.8842
 8689    0.7232    0.8294    0.8841
 8690    0.7231    0.8293    0.8840
 8691    0.7231    0.8293    0.8839
 8692    0.7231    0.8293    0.8839
 8693    0.7231    0.8293    0.8840
 8694    0.7231    0.8294    0.8840
 8695    0.7231    0.8293    0.8840
 8696    0.7231    0.8293    0.8840
 8697    0.7231    0.8293    0.8840
 8698    0.7231    0.8293    0.8840
 8699    0.7231    0.8293    0.8840
 8700    0.7231    0.8294    0.8841
 8701    0.7231    0.8294    0.8841
 8702    0.7231    0.8294    0.8841
 8703    0.7231    0.8293    0.8840
 8704    0.7231    0.8294    0.8840
 8705    0.7231    0.8293    0.8840
 8706    0.7231    0.8294    0.8841
 8707    0.7231    0.8294    0.8840
 8708    0.7231    0.8293    0.8840
 8709    0.7231    0.8294    0.8841
 8710    0.7231    0.8293    0.8840
 8711    0.7231    0.8294    0.8841
 8712    0.7231    0.8294    0.8841
 8713    0.7231    0.8294    0.8841
 8714    0.7231    0.8293    0.8840
 8715    0.7231    0.8294    0.8841
 8716    0.7231    0.8294    0.8841
 8717    0.7231    0.8294    0.8841
 8718    0.7231    0.8294    0.8841
 8719    0.7231    0.8294    0.8841
 8720    0.7231    0.8294    0.8841
 8721    0.7231    0.8294    0.8841
 8722    0.7231    0.8294    0.8841
 8723    0.7231    0.8294    0.8841
 8724    0.7231    0.8294    0.8841
 8725    0.7231    0.8293    0.8840
 8726    0.7231    0.8294    0.8841
 8727    0.7231    0.8293    0.8840
 8728    0.7231    0.8294    0.8841
 8729    0.7231    0.8294    0.8841
 8730    0.7231    0.8294    0.8842
 8731    0.7232    0.8295    0.8842
 8732    0.7232    0.8295    0.8842
 8733    0.7232    0.8295    0.8843
 8734    0.7232    0.8295    0.8843
 8735    0.7232    0.8295    0.8843
 8736    0.7231    0.8294    0.8841
 8737    0.7232    0.8294    0.8841
 8738    0.7231    0.8294    0.8841
 8739    0.7231    0.8293    0.8840
 8740    0.7231    0.8293    0.8840
 8741    0.7231    0.8293    0.8840
 8742    0.7231    0.8293    0.8839
 8743    0.7231    0.8293    0.8840
 8744    0.7231    0.8293    0.8840
 8745    0.7231    0.8293    0.8840
 8746    0.7231    0.8293    0.8840
 8747    0.7231    0.8293    0.8840
 8748    0.7231    0.8293    0.8840
 8749    0.7230    0.8292    0.8839
 8750    0.7230    0.8291    0.8837
 8751    0.7230    0.8291    0.8837
 8752    0.7229    0.8291    0.8837
 8753    0.7229    0.8290    0.8837
 8754    0.7229    0.8291    0.8837
 8755    0.7229    0.8291    0.8837
 8756    0.7229    0.8291    0.8837
 8757    0.7230    0.8291    0.8838
 8758    0.7230    0.8291    0.8838
 8759    0.7230    0.8292    0.8838
 8760    0.7230    0.8292    0.8839
 8761    0.7230    0.8292    0.8838
 8762    0.7230    0.8291    0.8838
 8763    0.7230    0.8292    0.8839
 8764    0.7230    0.8292    0.8839
 8765    0.7230    0.8292    0.8839
 8766    0.7229    0.8291    0.8838
 8767    0.7230    0.8291    0.8838
 8768    0.7230    0.8292    0.8838
 8769    0.7230    0.8291    0.8838
 8770    0.7230    0.8292    0.8838
 8771    0.7230    0.8291    0.8838
 8772    0.7229    0.8291    0.8838
 8773    0.7230    0.8291    0.8838
 8774    0.7229    0.8291    0.8838
 8775    0.7230    0.8292    0.8839
 8776    0.7230    0.8292    0.8839
 8777    0.7229    0.8291    0.8838
 8778    0.7230    0.8291    0.8838
 8779    0.7229    0.8291    0.8838
 8780    0.7230    0.8291    0.8838
 8781    0.7230    0.8292    0.8839
 8782    0.7230    0.8292    0.8839
 8783    0.7230    0.8292    0.8839
 8784    0.7230    0.8292    0.8840
 8785    0.7230    0.8293    0.8840
 8786    0.7230    0.8293    0.8840
 8787    0.7230    0.8293    0.8840
 8788    0.7230    0.8293    0.8841
 8789    0.7231    0.8293    0.8841
 8790    0.7231    0.8294    0.8841
 8791    0.7231    0.8294    0.8842
 8792    0.7231    0.8293    0.8840
 8793    0.7230    0.8292    0.8839
 8794    0.7230    0.8293    0.8840
 8795    0.7230    0.8293    0.8840
 8796    0.7230    0.8293    0.8840
 8797    0.7230    0.8292    0.8840
 8798    0.7230    0.8293    0.8840
 8799    0.7230    0.8293    0.8840
 8800    0.7231    0.8293    0.8841
 8801    0.7230    0.8293    0.8840
 8802    0.7231    0.8293    0.8841
 8803    0.7230    0.8293    0.8841
 8804    0.7231    0.8293    0.8841
 8805    0.7231    0.8294    0.8841
 8806    0.7231    0.8293    0.8841
 8807    0.7230    0.8293    0.8840
 8808    0.7230    0.8292    0.8840
 8809    0.7230    0.8293    0.8840
 8810    0.7230    0.8292    0.8840
 8811    0.7230    0.8292    0.8839
 8812    0.7229    0.8291    0.8837
 8813    0.7229    0.8291    0.8837
 8814    0.7229    0.8290    0.8837
 8815    0.7229    0.8290    0.8837
 8816    0.7229    0.8290    0.8837
 8817    0.7229    0.8290    0.8836
 8818    0.7229    0.8290    0.8836
 8819    0.7229    0.8290    0.8836
 8820    0.7229    0.8290    0.8836
 8821    0.7229    0.8290    0.8837
 8822    0.7229    0.8290    0.8837
 8823    0.7229    0.8290    0.8837
 8824    0.7229    0.8290    0.8837
 8825    0.7229    0.8290    0.8837
 8826    0.7229    0.8290    0.8837
 8827    0.7229    0.8290    0.8837
 8828    0.7229    0.8290    0.8837
 8829    0.7229    0.8290    0.8837
 8830    0.7229    0.8290    0.8837
 8831    0.7229    0.8290    0.8838
 8832    0.7229    0.8290    0.8837
 8833    0.7229    0.8291    0.8838
 8834    0.7229    0.8291    0.8838
 8835    0.7229    0.8291    0.8838
 8836    0.7229    0.8291    0.8839
 8837    0.7230    0.8292    0.8839
 8838    0.7230    0.8292    0.8839
 8839    0.7230    0.8292    0.8840
 8840    0.7230    0.8292    0.8840
 8841    0.7230    0.8292    0.8839
 8842    0.7230    0.8292    0.8840
 8843    0.7229    0.8291    0.8839
 8844    0.7229    0.8291    0.8838
 8845    0.7229    0.8291    0.8839
 8846    0.7229    0.8290    0.8838
 8847    0.7229    0.8291    0.8838
 8848    0.7229    0.8290    0.8837
 8849    0.7228    0.8290    0.8837
 8850    0.7229    0.8290    0.8837
 8851    0.7229    0.8290    0.8837
 8852    0.7229    0.8291    0.8838
 8853    0.7229    0.8291    0.8838
 8854    0.7229    0.8291    0.8838
 8855    0.7229    0.8290    0.8838
 8856    0.7229    0.8290    0.8837
 8857    0.7229    0.8290    0.8838
 8858    0.7229    0.8291    0.8838
 8859    0.7229    0.8291    0.8838
 8860    0.7229    0.8290    0.8838
 8861    0.7229    0.8290    0.8837
 8862    0.7229    0.8290    0.8838
 8863    0.7228    0.8290    0.8837
 8864    0.7228    0.8290    0.8837
 8865    0.7229    0.8290    0.8837
 8866    0.7228    0.8290    0.8837
 8867    0.7228    0.8290    0.8837
 8868    0.7228    0.8289    0.8836
 8869    0.7228    0.8289    0.8836
 8870    0.7228    0.8289    0.8836
 8871    0.7228    0.8290    0.8837
 8872    0.7228    0.8290    0.8837
 8873    0.7229    0.8290    0.8837
 8874    0.7228    0.8290    0.8837
 8875    0.7229    0.8290    0.8838
 8876    0.7229    0.8291    0.8838
 8877    0.7229    0.8291    0.8838
 8878    0.7229    0.8290    0.8837
 8879    0.7229    0.8290    0.8838
 8880    0.7229    0.8290    0.8837
 8881    0.7229    0.8290    0.8838
 8882    0.7229    0.8290    0.8837
 8883    0.7229    0.8290    0.8838
 8884    0.7228    0.8290    0.8837
 8885    0.7228    0.8290    0.8837
 8886    0.7229    0.8290    0.8837
 8887    0.7228    0.8289    0.8836
 8888    0.7228    0.8289    0.8836
 8889    0.7228    0.8289    0.8836
 8890    0.7228    0.8289    0.8836
 8891    0.7228    0.8289    0.8836
 8892    0.7228    0.8289    0.8836
 8893    0.7228    0.8289    0.8836
 8894    0.7228    0.8288    0.8835
 8895    0.7227    0.8288    0.8835
 8896    0.7227    0.8288    0.8834
 8897    0.7227    0.8288    0.8835
 8898    0.7228    0.8288    0.8835
 8899    0.7228    0.8289    0.8836
 8900    0.7227    0.8288    0.8834
 8901    0.7227    0.8288    0.8835
 8902    0.7227    0.8288    0.8835
 8903    0.7227    0.8288    0.8834
 8904    0.7227    0.8288    0.8835
 8905    0.7227    0.8288    0.8835
 8906    0.7228    0.8289    0.8835
 8907    0.7228    0.8289    0.8836
 8908    0.7228    0.8289    0.8836
 8909    0.7228    0.8289    0.8836
 8910    0.7228    0.8289    0.8836
 8911    0.7228    0.8289    0.8836
 8912    0.7227    0.8288    0.8834
 8913    0.7227    0.8288    0.8834
 8914    0.7227    0.8288    0.8834
 8915    0.7227    0.8288    0.8834
 8916    0.7227    0.8288    0.8835
 8917    0.7227    0.8288    0.8835
 8918    0.7228    0.8289    0.8835
 8919    0.7227    0.8288    0.8835
 8920    0.7228    0.8289    0.8835
 8921    0.7228    0.8289    0.8836
 8922    0.7228    0.8289    0.8836
 8923    0.7228    0.8289    0.8836
 8924    0.7228    0.8289    0.8836
 8925    0.7228    0.8289    0.8837
 8926    0.7228    0.8290    0.8837
 8927    0.7228    0.8290    0.8837
 8928    0.7229    0.8290    0.8838
 8929    0.7228    0.8290    0.8837
 8930    0.7228    0.8289    0.8836
 8931    0.7228    0.8289    0.8836
 8932    0.7228    0.8289    0.8837
 8933    0.7228    0.8290    0.8837
 8934    0.7228    0.8289    0.8836
 8935    0.7228    0.8289    0.8836
 8936    0.7228    0.8288    0.8835
 8937    0.7228    0.8289    0.8835
 8938    0.7228    0.8289    0.8836
 8939    0.7228    0.8289    0.8836
 8940    0.7228    0.8289    0.8836
 8941    0.7228    0.8290    0.8837
 8942    0.7228    0.8289    0.8835
 8943    0.7228    0.8289    0.8835
 8944    0.7228    0.8289    0.8836
 8945    0.7228    0.8289    0.8836
 8946    0.7228    0.8289    0.8836
 8947    0.7228    0.8289    0.8836
 8948    0.7228    0.8289    0.8836
 8949    0.7228    0.8289    0.8836
 8950    0.7228    0.8289    0.8836
 8951    0.7228    0.8289    0.8836
 8952    0.7228    0.8289    0.8836
 8953    0.7228    0.8289    0.8836
 8954    0.7228    0.8290    0.8837
 8955    0.7228    0.8290    0.8837
 8956    0.7228    0.8290    0.8837
 8957    0.7228    0.8290    0.8837
 8958    0.7228    0.8289    0.8836
 8959    0.7228    0.8289    0.8836
 8960    0.7228    0.8290    0.8837
 8961    0.7228    0.8290    0.8837
 8962    0.7229    0.8290    0.8837
 8963    0.7229    0.8290    0.8838
 8964    0.7228    0.8290    0.8837
 8965    0.7228    0.8289    0.8835
 8966    0.7228    0.8289    0.8836
 8967    0.7228    0.8289    0.8836
 8968    0.7228    0.8290    0.8836
 8969    0.7228    0.8290    0.8837
 8970    0.7228    0.8290    0.8837
 8971    0.7228    0.8290    0.8837
 8972    0.7229    0.8290    0.8837
 8973    0.7229    0.8291    0.8838
 8974    0.7229    0.8291    0.8838
 8975    0.7229    0.8291    0.8838
 8976    0.7229    0.8291    0.8838
 8977    0.7229    0.8290    0.8837
 8978    0.7229    0.8290    0.8837
 8979    0.7228    0.8290    0.8836
 8980    0.7228    0.8290    0.8837
 8981    0.7229    0.8290    0.8837
 8982    0.7229    0.8290    0.8837
 8983    0.7228    0.8290    0.8836
 8984    0.7229    0.8290    0.8836
 8985    0.7229    0.8290    0.8837
 8986    0.7229    0.8290    0.8837
 8987    0.7229    0.8290    0.8837
 8988    0.7228    0.8289    0.8836
 8989    0.7228    0.8289    0.8835
 8990    0.7228    0.8289    0.8835
 8991    0.7228    0.8289    0.8835
 8992    0.7228    0.8289    0.8836
 8993    0.7229    0.8290    0.8836
 8994    0.7228    0.8289    0.8835
 8995    0.7228    0.8289    0.8835
 8996    0.7228    0.8289    0.8835
 8997    0.7228    0.8289    0.8835
 8998    0.7228    0.8289    0.8835
 8999    0.7228    0.8289    0.8836
 9000    0.7228    0.8289    0.8835
 9001    0.7228    0.8289    0.8835
 9002    0.7228    0.8289    0.8835
 9003    0.7228    0.8289    0.8836
 9004    0.7228    0.8289    0.8836
 9005    0.7228    0.8289    0.8835
 9006    0.7228    0.8288    0.8834
 9007    0.7227    0.8287    0.8833
 9008    0.7227    0.8287    0.8833
 9009    0.7227    0.8286    0.8832
 9010    0.7227    0.8287    0.8832
 9011    0.7227    0.8287    0.8832
 9012    0.7227    0.8287    0.8833
 9013    0.7227    0.8287    0.8833
 9014    0.7227    0.8288    0.8834
 9015    0.7227    0.8288    0.8833
 9016    0.7227    0.8288    0.8834
 9017    0.7227    0.8288    0.8833
 9018    0.7227    0.8287    0.8833
 9019    0.7227    0.8288    0.8834
 9020    0.7227    0.8288    0.8834
 9021    0.7227    0.8287    0.8833
 9022    0.7227    0.8286    0.8832
 9023    0.7227    0.8287    0.8832
 9024    0.7227    0.8287    0.8832
 9025    0.7227    0.8287    0.8833
 9026    0.7227    0.8287    0.8833
 9027    0.7227    0.8287    0.8833
 9028    0.7227    0.8286    0.8832
 9029    0.7227    0.8287    0.8832
 9030    0.7227    0.8287    0.8832
 9031    0.7227    0.8286    0.8831
 9032    0.7226    0.8286    0.8831
 9033    0.7226    0.8285    0.8830
 9034    0.7226    0.8286    0.8831
 9035    0.7227    0.8286    0.8831
 9036    0.7227    0.8286    0.8831
 9037    0.7227    0.8286    0.8831
 9038    0.7227    0.8286    0.8832
 9039    0.7227    0.8287    0.8832
 9040    0.7226    0.8286    0.8831
 9041    0.7227    0.8286    0.8831
 9042    0.7226    0.8286    0.8831
 9043    0.7227    0.8286    0.8831
 9044    0.7227    0.8287    0.8832
 9045    0.7227    0.8287    0.8832
 9046    0.7227    0.8286    0.8831
 9047    0.7226    0.8286    0.8831
 9048    0.7227    0.8286    0.8831
 9049    0.7227    0.8286    0.8831
 9050    0.7227    0.8286    0.8831
 9051    0.7227    0.8286    0.8832
 9052    0.7227    0.8287    0.8832
 9053    0.7227    0.8287    0.8832
 9054    0.7227    0.8287    0.8833
 9055    0.7227    0.8287    0.8832
 9056    0.7227    0.8287    0.8833
 9057    0.7227    0.8288    0.8833
 9058    0.7227    0.8287    0.8833
 9059    0.7227    0.8288    0.8833
 9060    0.7227    0.8287    0.8832
 9061    0.7227    0.8286    0.8831
 9062    0.7227    0.8286    0.8831
 9063    0.7226    0.8286    0.8830
 9064    0.7226    0.8285    0.8829
 9065    0.7226    0.8284    0.8829
 9066    0.7226    0.8284    0.8829
 9067    0.7226    0.8285    0.8829
 9068    0.7226    0.8285    0.8829
 9069    0.7226    0.8285    0.8830
 9070    0.7226    0.8285    0.8829
 9071    0.7226    0.8285    0.8830
 9072    0.7226    0.8285    0.8830
 9073    0.7226    0.8285    0.8830
 9074    0.7226    0.8285    0.8830
 9075    0.7226    0.8286    0.8831
 9076    0.7227    0.8286    0.8831
 9077    0.7227    0.8286    0.8831
 9078    0.7227    0.8286    0.8831
 9079    0.7226    0.8285    0.8830
 9080    0.7226    0.8286    0.8830
 9081    0.7226    0.8286    0.8831
 9082    0.7227    0.8286    0.8831
 9083    0.7227    0.8286    0.8831
