   ID       GA1       GA2       GA3
 4251    0.7259    0.8335    0.8886
 4252    0.7259    0.8334    0.8885
 4253    0.7259    0.8335    0.8886
 4254    0.7259    0.8334    0.8885
 4255    0.7259    0.8335    0.8886
 4256    0.7259    0.8334    0.8886
 4257    0.7259    0.8335    0.8886
 4258    0.7259    0.8334    0.8886
 4259    0.7259    0.8335    0.8886
 4260    0.7260    0.8336    0.8887
 4261    0.7260    0.8336    0.8888
 4262    0.7260    0.8337    0.8889
 4263    0.7260    0.8336    0.8888
 4264    0.7260    0.8337    0.8889
 4265    0.7261    0.8337    0.8890
 4266    0.7261    0.8338    0.8890
 4267    0.7261    0.8339    0.8891
 4268    0.7262    0.8339    0.8892
 4269    0.7262    0.8340    0.8892
 4270    0.7262    0.8339    0.8892
 4271    0.7260    0.8337    0.8889
 4272    0.7260    0.8336    0.8888
 4273    0.7260    0.8337    0.8889
 4274    0.7261    0.8338    0.8889
 4275    0.7260    0.8336    0.8887
 4276    0.7260    0.8336    0.8888
 4277    0.7260    0.8336    0.8887
 4278    0.7260    0.8336    0.8888
 4279    0.7260    0.8336    0.8887
 4280    0.7260    0.8337    0.8888
 4281    0.7260    0.8336    0.8888
 4282    0.7260    0.8337    0.8888
 4283    0.7261    0.8337    0.8889
 4284    0.7261    0.8338    0.8890
 4285    0.7261    0.8337    0.8889
 4286    0.7260    0.8337    0.8889
 4287    0.7259    0.8335    0.8886
 4288    0.7260    0.8336    0.8887
 4289    0.7260    0.8336    0.8888
 4290    0.7260    0.8337    0.8888
 4291    0.7259    0.8335    0.8886
 4292    0.7259    0.8333    0.8883
 4293    0.7259    0.8334    0.8884
 4294    0.7258    0.8332    0.8881
 4295    0.7258    0.8333    0.8882
 4296    0.7259    0.8333    0.8883
 4297    0.7259    0.8334    0.8883
 4298    0.7259    0.8334    0.8884
 4299    0.7258    0.8332    0.8881
 4300    0.7258    0.8332    0.8880
 4301    0.7258    0.8332    0.8881
 4302    0.7258    0.8332    0.8881
 4303    0.7258    0.8331    0.8880
 4304    0.7257    0.8329    0.8877
 4305    0.7257    0.8330    0.8878
 4306    0.7257    0.8329    0.8878
 4307    0.7256    0.8329    0.8877
 4308    0.7256    0.8328    0.8877
 4309    0.7256    0.8329    0.8877
 4310    0.7256    0.8328    0.8877
 4311    0.7256    0.8329    0.8878
 4312    0.7257    0.8330    0.8878
 4313    0.7257    0.8330    0.8879
 4314    0.7257    0.8331    0.8880
 4315    0.7258    0.8331    0.8881
 4316    0.7258    0.8332    0.8881
 4317    0.7258    0.8333    0.8882
 4318    0.7259    0.8333    0.8883
 4319    0.7259    0.8334    0.8883
 4320    0.7258    0.8332    0.8881
 4321    0.7258    0.8331    0.8880
 4322    0.7257    0.8330    0.8878
 4323    0.7257    0.8329    0.8877
 4324    0.7257    0.8330    0.8878
 4325    0.7257    0.8330    0.8879
 4326    0.7257    0.8330    0.8878
 4327    0.7257    0.8330    0.8879
 4328    0.7258    0.8331    0.8880
 4329    0.7258    0.8332    0.8880
 4330    0.7258    0.8332    0.8881
 4331    0.7259    0.8333    0.8882
 4332    0.7259    0.8333    0.8883
 4333    0.7259    0.8334    0.8883
 4334    0.7260    0.8334    0.8884
 4335    0.7259    0.8334    0.8884
 4336    0.7260    0.8335    0.8884
 4337    0.7259    0.8334    0.8884
 4338    0.7260    0.8335    0.8885
 4339    0.7260    0.8335    0.8885
 4340    0.7259    0.8333    0.8882
 4341    0.7259    0.8334    0.8883
 4342    0.7259    0.8333    0.8882
 4343    0.7259    0.8333    0.8882
 4344    0.7259    0.8333    0.8882
 4345    0.7259    0.8334    0.8883
 4346    0.7259    0.8334    0.8884
 4347    0.7259    0.8333    0.8881
 4348    0.7258    0.8331    0.8879
 4349    0.7258    0.8331    0.8879
 4350    0.7258    0.8332    0.8880
 4351    0.7258    0.8331    0.8880
 4352    0.7258    0.8331    0.8879
 4353    0.7258    0.8331    0.8880
 4354    0.7258    0.8332    0.8881
 4355    0.7259    0.8333    0.8881
 4356    0.7258    0.8332    0.8881
 4357    0.7258    0.8332    0.8880
 4358    0.7258    0.8332    0.8881
 4359    0.7259    0.8333    0.8882
 4360    0.7258    0.8331    0.8879
 4361    0.7258    0.8332    0.8880
 4362    0.7258    0.8331    0.8879
 4363    0.7258    0.8331    0.8879
 4364    0.7257    0.8328    0.8876
 4365    0.7256    0.8326    0.8872
 4366    0.7256    0.8327    0.8873
 4367    0.7256    0.8326    0.8872
 4368    0.7255    0.8326    0.8872
 4369    0.7256    0.8326    0.8873
 4370    0.7256    0.8327    0.8873
 4371    0.7256    0.8326    0.8873
 4372    0.7256    0.8327    0.8874
 4373    0.7256    0.8327    0.8873
 4374    0.7255    0.8326    0.8873
 4375    0.7254    0.8324    0.8870
 4376    0.7254    0.8324    0.8870
 4377    0.7253    0.8322    0.8867
 4378    0.7253    0.8323    0.8868
 4379    0.7253    0.8322    0.8867
 4380    0.7253    0.8323    0.8868
 4381    0.7253    0.8322    0.8868
 4382    0.7253    0.8323    0.8868
 4383    0.7254    0.8323    0.8869
 4384    0.7253    0.8323    0.8869
 4385    0.7254    0.8323    0.8869
 4386    0.7254    0.8324    0.8870
 4387    0.7254    0.8325    0.8871
 4388    0.7255    0.8325    0.8871
 4389    0.7254    0.8325    0.8871
 4390    0.7255    0.8325    0.8872
 4391    0.7255    0.8326    0.8872
 4392    0.7255    0.8325    0.8872
 4393    0.7254    0.8324    0.8869
 4394    0.7254    0.8324    0.8870
 4395    0.7255    0.8325    0.8871
 4396    0.7255    0.8325    0.8872
 4397    0.7255    0.8325    0.8871
 4398    0.7255    0.8325    0.8872
 4399    0.7255    0.8326    0.8873
 4400    0.7255    0.8327    0.8873
 4401    0.7256    0.8327    0.8874
 4402    0.7255    0.8325    0.8872
 4403    0.7255    0.8325    0.8871
 4404    0.7254    0.8324    0.8871
 4405    0.7253    0.8323    0.8868
 4406    0.7254    0.8323    0.8869
 4407    0.7254    0.8324    0.8870
 4408    0.7254    0.8323    0.8869
 4409    0.7254    0.8324    0.8870
 4410    0.7254    0.8325    0.8870
 4411    0.7254    0.8324    0.8870
 4412    0.7254    0.8325    0.8871
 4413    0.7254    0.8324    0.8870
 4414    0.7253    0.8322    0.8868
 4415    0.7254    0.8323    0.8868
 4416    0.7253    0.8322    0.8868
 4417    0.7253    0.8322    0.8868
 4418    0.7253    0.8323    0.8868
 4419    0.7254    0.8323    0.8869
 4420    0.7253    0.8323    0.8868
 4421    0.7252    0.8321    0.8866
 4422    0.7253    0.8321    0.8867
 4423    0.7252    0.8321    0.8866
 4424    0.7253    0.8322    0.8867
 4425    0.7253    0.8322    0.8868
 4426    0.7253    0.8322    0.8867
 4427    0.7252    0.8321    0.8867
 4428    0.7253    0.8322    0.8867
 4429    0.7253    0.8322    0.8868
 4430    0.7253    0.8323    0.8869
 4431    0.7254    0.8323    0.8870
 4432    0.7254    0.8324    0.8870
 4433    0.7254    0.8324    0.8870
 4434    0.7254    0.8324    0.8871
 4435    0.7254    0.8325    0.8871
 4436    0.7255    0.8325    0.8872
 4437    0.7255    0.8326    0.8873
 4438    0.7254    0.8324    0.8869
 4439    0.7254    0.8324    0.8870
 4440    0.7254    0.8324    0.8870
 4441    0.7254    0.8324    0.8870
 4442    0.7255    0.8325    0.8871
 4443    0.7255    0.8325    0.8872
 4444    0.7255    0.8326    0.8872
 4445    0.7255    0.8327    0.8873
 4446    0.7255    0.8326    0.8873
 4447    0.7255    0.8327    0.8873
 4448    0.7256    0.8327    0.8874
 4449    0.7256    0.8328    0.8875
 4450    0.7256    0.8327    0.8874
 4451    0.7256    0.8328    0.8875
 4452    0.7256    0.8328    0.8876
 4453    0.7255    0.8326    0.8872
 4454    0.7256    0.8327    0.8873
 4455    0.7256    0.8327    0.8874
 4456    0.7256    0.8328    0.8874
 4457    0.7257    0.8328    0.8875
 4458    0.7256    0.8328    0.8875
 4459    0.7257    0.8329    0.8875
 4460    0.7256    0.8328    0.8875
 4461    0.7257    0.8329    0.8876
 4462    0.7257    0.8329    0.8876
 4463    0.7257    0.8329    0.8876
 4464    0.7256    0.8328    0.8875
 4465    0.7256    0.8328    0.8875
 4466    0.7256    0.8328    0.8876
 4467    0.7257    0.8329    0.8876
 4468    0.7257    0.8329    0.8877
 4469    0.7257    0.8330    0.8878
 4470    0.7257    0.8329    0.8877
 4471    0.7257    0.8330    0.8878
 4472    0.7258    0.8331    0.8879
 4473    0.7257    0.8330    0.8878
 4474    0.7258    0.8331    0.8879
 4475    0.7258    0.8331    0.8879
 4476    0.7258    0.8331    0.8879
 4477    0.7258    0.8331    0.8880
 4478    0.7257    0.8330    0.8877
 4479    0.7257    0.8330    0.8878
 4480    0.7258    0.8331    0.8879
 4481    0.7257    0.8330    0.8878
 4482    0.7258    0.8331    0.8879
 4483    0.7257    0.8330    0.8878
 4484    0.7258    0.8331    0.8879
 4485    0.7258    0.8331    0.8880
 4486    0.7258    0.8332    0.8880
 4487    0.7258    0.8331    0.8880
 4488    0.7258    0.8331    0.8879
 4489    0.7258    0.8332    0.8880
 4490    0.7258    0.8332    0.8881
 4491    0.7258    0.8332    0.8880
 4492    0.7258    0.8331    0.8880
 4493    0.7258    0.8332    0.8881
 4494    0.7258    0.8331    0.8880
 4495    0.7257    0.8331    0.8880
 4496    0.7258    0.8331    0.8880
 4497    0.7258    0.8332    0.8881
 4498    0.7258    0.8332    0.8882
 4499    0.7259    0.8333    0.8882
 4500    0.7259    0.8333    0.8883
 4501    0.7258    0.8332    0.8881
 4502    0.7258    0.8332    0.8881
 4503    0.7259    0.8333    0.8882
 4504    0.7259    0.8333    0.8883
 4505    0.7259    0.8334    0.8883
 4506    0.7260    0.8335    0.8884
 4507    0.7259    0.8334    0.8884
 4508    0.7259    0.8334    0.8883
 4509    0.7259    0.8333    0.8883
 4510    0.7259    0.8334    0.8883
 4511    0.7259    0.8334    0.8884
 4512    0.7260    0.8335    0.8885
 4513    0.7260    0.8335    0.8885
 4514    0.7260    0.8335    0.8885
 4515    0.7260    0.8335    0.8886
 4516    0.7260    0.8336    0.8886
 4517    0.7260    0.8336    0.8887
 4518    0.7261    0.8337    0.8888
 4519    0.7261    0.8338    0.8888
 4520    0.7260    0.8336    0.8886
 4521    0.7261    0.8336    0.8887
 4522    0.7260    0.8336    0.8886
 4523    0.7261    0.8337    0.8887
 4524    0.7260    0.8335    0.8884
 4525    0.7260    0.8335    0.8885
 4526    0.7259    0.8334    0.8883
 4527    0.7260    0.8334    0.8883
 4528    0.7259    0.8333    0.8881
 4529    0.7259    0.8333    0.8882
 4530    0.7259    0.8334    0.8882
 4531    0.7260    0.8334    0.8883
 4532    0.7260    0.8335    0.8884
 4533    0.7260    0.8335    0.8884
 4534    0.7261    0.8336    0.8885
 4535    0.7261    0.8336    0.8886
 4536    0.7261    0.8336    0.8885
 4537    0.7261    0.8337    0.8886
 4538    0.7261    0.8336    0.8885
 4539    0.7260    0.8336    0.8885
 4540    0.7260    0.8335    0.8884
 4541    0.7260    0.8335    0.8884
 4542    0.7259    0.8334    0.8884
 4543    0.7260    0.8335    0.8884
 4544    0.7259    0.8334    0.8884
 4545    0.7260    0.8335    0.8884
 4546    0.7260    0.8335    0.8885
 4547    0.7260    0.8335    0.8885
 4548    0.7259    0.8334    0.8884
 4549    0.7260    0.8335    0.8885
 4550    0.7260    0.8335    0.8885
 4551    0.7260    0.8335    0.8885
 4552    0.7259    0.8334    0.8885
 4553    0.7260    0.8335    0.8885
 4554    0.7260    0.8335    0.8886
 4555    0.7260    0.8336    0.8887
 4556    0.7260    0.8337    0.8887
 4557    0.7261    0.8337    0.8888
 4558    0.7260    0.8337    0.8887
 4559    0.7261    0.8337    0.8888
 4560    0.7261    0.8338    0.8889
 4561    0.7261    0.8338    0.8889
 4562    0.7262    0.8339    0.8890
 4563    0.7262    0.8339    0.8891
 4564    0.7262    0.8340    0.8891
 4565    0.7263    0.8340    0.8892
 4566    0.7263    0.8341    0.8893
 4567    0.7262    0.8339    0.8890
 4568    0.7262    0.8340    0.8891
 4569    0.7263    0.8340    0.8892
 4570    0.7263    0.8341    0.8892
 4571    0.7263    0.8341    0.8892
 4572    0.7263    0.8341    0.8893
 4573    0.7263    0.8342    0.8893
 4574    0.7264    0.8342    0.8894
 4575    0.7264    0.8343    0.8895
 4576    0.7264    0.8343    0.8895
 4577    0.7265    0.8344    0.8896
 4578    0.7264    0.8343    0.8896
 4579    0.7265    0.8344    0.8896
 4580    0.7264    0.8343    0.8896
 4581    0.7264    0.8343    0.8895
 4582    0.7264    0.8343    0.8896
 4583    0.7265    0.8344    0.8897
 4584    0.7265    0.8344    0.8897
 4585    0.7264    0.8344    0.8897
 4586    0.7265    0.8345    0.8897
 4587    0.7265    0.8345    0.8898
 4588    0.7265    0.8345    0.8898
 4589    0.7264    0.8343    0.8895
 4590    0.7264    0.8343    0.8896
 4591    0.7264    0.8343    0.8895
 4592    0.7264    0.8342    0.8895
 4593    0.7264    0.8343    0.8896
 4594    0.7264    0.8344    0.8896
 4595    0.7264    0.8343    0.8896
 4596    0.7264    0.8344    0.8896
 4597    0.7264    0.8343    0.8896
 4598    0.7264    0.8344    0.8897
 4599    0.7265    0.8344    0.8897
 4600    0.7265    0.8345    0.8898
 4601    0.7265    0.8345    0.8899
 4602    0.7265    0.8345    0.8898
 4603    0.7265    0.8344    0.8898
 4604    0.7264    0.8344    0.8897
 4605    0.7264    0.8343    0.8897
 4606    0.7264    0.8344    0.8897
 4607    0.7264    0.8344    0.8898
 4608    0.7265    0.8345    0.8899
 4609    0.7264    0.8344    0.8898
 4610    0.7264    0.8344    0.8898
 4611    0.7264    0.8345    0.8898
 4612    0.7264    0.8343    0.8896
 4613    0.7263    0.8342    0.8895
 4614    0.7264    0.8343    0.8896
 4615    0.7264    0.8343    0.8897
 4616    0.7264    0.8344    0.8897
 4617    0.7263    0.8342    0.8895
 4618    0.7263    0.8341    0.8893
 4619    0.7263    0.8341    0.8893
 4620    0.7263    0.8342    0.8894
 4621    0.7263    0.8341    0.8893
 4622    0.7263    0.8342    0.8894
 4623    0.7262    0.8340    0.8892
 4624    0.7263    0.8341    0.8892
 4625    0.7263    0.8341    0.8893
 4626    0.7263    0.8341    0.8893
 4627    0.7262    0.8340    0.8892
 4628    0.7262    0.8340    0.8892
 4629    0.7262    0.8339    0.8891
 4630    0.7261    0.8339    0.8891
 4631    0.7261    0.8338    0.8890
 4632    0.7261    0.8338    0.8890
 4633    0.7261    0.8337    0.8889
 4634    0.7261    0.8338    0.8890
 4635    0.7261    0.8338    0.8891
 4636    0.7261    0.8338    0.8890
 4637    0.7261    0.8339    0.8891
 4638    0.7261    0.8339    0.8891
 4639    0.7262    0.8340    0.8892
 4640    0.7262    0.8340    0.8893
 4641    0.7261    0.8339    0.8890
 4642    0.7261    0.8338    0.8890
 4643    0.7261    0.8338    0.8889
 4644    0.7261    0.8338    0.8890
 4645    0.7260    0.8336    0.8888
 4646    0.7260    0.8336    0.8887
 4647    0.7260    0.8336    0.8887
 4648    0.7260    0.8336    0.8887
 4649    0.7259    0.8336    0.8887
 4650    0.7260    0.8336    0.8888
 4651    0.7259    0.8336    0.8887
 4652    0.7260    0.8336    0.8888
 4653    0.7260    0.8337    0.8889
 4654    0.7260    0.8336    0.8888
 4655    0.7260    0.8337    0.8889
 4656    0.7260    0.8336    0.8888
 4657    0.7260    0.8337    0.8889
 4658    0.7259    0.8335    0.8887
 4659    0.7260    0.8336    0.8887
 4660    0.7259    0.8335    0.8887
 4661    0.7260    0.8336    0.8887
 4662    0.7260    0.8336    0.8888
 4663    0.7260    0.8336    0.8888
 4664    0.7260    0.8336    0.8888
 4665    0.7260    0.8336    0.8888
 4666    0.7260    0.8336    0.8889
 4667    0.7260    0.8336    0.8888
 4668    0.7259    0.8336    0.8888
 4669    0.7260    0.8336    0.8888
 4670    0.7260    0.8337    0.8889
 4671    0.7260    0.8336    0.8888
 4672    0.7260    0.8337    0.8889
 4673    0.7260    0.8337    0.8890
 4674    0.7260    0.8338    0.8890
 4675    0.7260    0.8337    0.8890
 4676    0.7259    0.8336    0.8888
 4677    0.7260    0.8336    0.8888
 4678    0.7260    0.8337    0.8889
 4679    0.7260    0.8337    0.8890
 4680    0.7260    0.8337    0.8889
 4681    0.7260    0.8337    0.8890
 4682    0.7261    0.8338    0.8890
 4683    0.7260    0.8337    0.8890
 4684    0.7259    0.8336    0.8888
 4685    0.7260    0.8336    0.8888
 4686    0.7259    0.8335    0.8886
 4687    0.7259    0.8334    0.8885
 4688    0.7259    0.8335    0.8886
 4689    0.7259    0.8334    0.8886
 4690    0.7258    0.8334    0.8885
 4691    0.7258    0.8333    0.8885
 4692    0.7258    0.8334    0.8885
 4693    0.7259    0.8334    0.8886
 4694    0.7258    0.8333    0.8884
 4695    0.7258    0.8333    0.8884
 4696    0.7258    0.8334    0.8885
 4697    0.7258    0.8332    0.8883
 4698    0.7258    0.8333    0.8883
 4699    0.7258    0.8333    0.8884
 4700    0.7259    0.8334    0.8885
 4701    0.7259    0.8334    0.8885
 4702    0.7258    0.8333    0.8883
 4703    0.7257    0.8331    0.8880
 4704    0.7257    0.8330    0.8879
 4705    0.7257    0.8331    0.8880
 4706    0.7256    0.8329    0.8878
 4707    0.7256    0.8328    0.8875
 4708    0.7255    0.8327    0.8875
 4709    0.7256    0.8328    0.8876
 4710    0.7256    0.8328    0.8876
 4711    0.7256    0.8329    0.8877
 4712    0.7256    0.8328    0.8877
 4713    0.7255    0.8328    0.8876
 4714    0.7256    0.8328    0.8877
 4715    0.7256    0.8329    0.8877
 4716    0.7256    0.8329    0.8878
 4717    0.7257    0.8330    0.8879
 4718    0.7257    0.8330    0.8879
 4719    0.7257    0.8331    0.8880
 4720    0.7257    0.8330    0.8880
 4721    0.7257    0.8330    0.8879
 4722    0.7257    0.8331    0.8880
 4723    0.7257    0.8331    0.8881
 4724    0.7257    0.8331    0.8880
 4725    0.7257    0.8331    0.8881
 4726    0.7258    0.8332    0.8881
 4727    0.7258    0.8332    0.8882
 4728    0.7258    0.8333    0.8883
 4729    0.7257    0.8331    0.8880
 4730    0.7257    0.8331    0.8880
 4731    0.7256    0.8329    0.8877
 4732    0.7256    0.8329    0.8877
 4733    0.7256    0.8329    0.8877
 4734    0.7255    0.8327    0.8874
 4735    0.7255    0.8327    0.8875
 4736    0.7255    0.8327    0.8874
 4737    0.7255    0.8327    0.8875
 4738    0.7256    0.8328    0.8875
 4739    0.7256    0.8328    0.8876
 4740    0.7256    0.8328    0.8876
 4741    0.7255    0.8327    0.8875
 4742    0.7255    0.8326    0.8873
 4743    0.7255    0.8326    0.8874
 4744    0.7255    0.8327    0.8874
 4745    0.7256    0.8327    0.8875
 4746    0.7256    0.8328    0.8876
 4747    0.7256    0.8328    0.8876
 4748    0.7256    0.8328    0.8876
 4749    0.7256    0.8329    0.8876
 4750    0.7256    0.8329    0.8877
 4751    0.7256    0.8329    0.8877
 4752    0.7256    0.8328    0.8876
 4753    0.7256    0.8328    0.8876
 4754    0.7256    0.8328    0.8876
 4755    0.7256    0.8329    0.8877
 4756    0.7256    0.8328    0.8877
 4757    0.7256    0.8328    0.8876
 4758    0.7255    0.8327    0.8876
 4759    0.7255    0.8327    0.8875
 4760    0.7255    0.8327    0.8876
 4761    0.7256    0.8328    0.8877
 4762    0.7256    0.8328    0.8877
 4763    0.7256    0.8329    0.8878
 4764    0.7256    0.8330    0.8879
 4765    0.7257    0.8330    0.8879
 4766    0.7256    0.8328    0.8877
 4767    0.7256    0.8328    0.8876
 4768    0.7256    0.8329    0.8877
 4769    0.7256    0.8328    0.8877
 4770    0.7255    0.8328    0.8876
 4771    0.7256    0.8328    0.8877
 4772    0.7255    0.8328    0.8876
 4773    0.7256    0.8328    0.8877
 4774    0.7255    0.8328    0.8877
 4775    0.7255    0.8326    0.8874
 4776    0.7254    0.8326    0.8874
 4777    0.7254    0.8325    0.8873
 4778    0.7254    0.8326    0.8874
 4779    0.7255    0.8326    0.8875
 4780    0.7254    0.8326    0.8874
 4781    0.7253    0.8324    0.8872
 4782    0.7254    0.8325    0.8873
 4783    0.7253    0.8323    0.8870
 4784    0.7253    0.8323    0.8870
 4785    0.7253    0.8324    0.8871
 4786    0.7254    0.8324    0.8872
 4787    0.7254    0.8325    0.8872
 4788    0.7254    0.8324    0.8872
 4789    0.7254    0.8325    0.8872
 4790    0.7254    0.8325    0.8873
 4791    0.7255    0.8326    0.8874
 4792    0.7255    0.8327    0.8874
 4793    0.7255    0.8327    0.8875
 4794    0.7255    0.8328    0.8876
 4795    0.7255    0.8326    0.8873
 4796    0.7254    0.8324    0.8871
 4797    0.7254    0.8324    0.8871
 4798    0.7254    0.8324    0.8871
 4799    0.7254    0.8325    0.8872
 4800    0.7254    0.8326    0.8873
 4801    0.7255    0.8326    0.8873
 4802    0.7255    0.8327    0.8874
 4803    0.7255    0.8327    0.8875
 4804    0.7256    0.8328    0.8875
 4805    0.7256    0.8328    0.8876
 4806    0.7256    0.8329    0.8877
 4807    0.7257    0.8329    0.8877
 4808    0.7257    0.8330    0.8878
 4809    0.7257    0.8329    0.8877
 4810    0.7257    0.8330    0.8878
 4811    0.7257    0.8330    0.8879
 4812    0.7257    0.8330    0.8878
 4813    0.7257    0.8330    0.8879
 4814    0.7256    0.8329    0.8877
 4815    0.7256    0.8327    0.8874
 4816    0.7256    0.8328    0.8875
 4817    0.7256    0.8328    0.8876
 4818    0.7256    0.8329    0.8876
 4819    0.7257    0.8329    0.8877
 4820    0.7257    0.8330    0.8878
 4821    0.7257    0.8330    0.8878
 4822    0.7257    0.8330    0.8878
 4823    0.7257    0.8329    0.8877
 4824    0.7256    0.8329    0.8877
 4825    0.7256    0.8329    0.8876
 4826    0.7256    0.8329    0.8877
 4827    0.7257    0.8330    0.8878
 4828    0.7257    0.8330    0.8878
 4829    0.7256    0.8329    0.8876
 4830    0.7255    0.8327    0.8874
 4831    0.7256    0.8327    0.8875
 4832    0.7255    0.8327    0.8874
 4833    0.7255    0.8327    0.8874
 4834    0.7255    0.8326    0.8873
 4835    0.7255    0.8327    0.8874
 4836    0.7255    0.8327    0.8875
 4837    0.7256    0.8328    0.8875
 4838    0.7255    0.8326    0.8873
 4839    0.7255    0.8327    0.8874
 4840    0.7256    0.8327    0.8874
 4841    0.7256    0.8328    0.8875
 4842    0.7255    0.8326    0.8872
 4843    0.7255    0.8326    0.8873
 4844    0.7255    0.8326    0.8872
 4845    0.7255    0.8326    0.8873
 4846    0.7255    0.8327    0.8873
 4847    0.7255    0.8326    0.8873
 4848    0.7255    0.8327    0.8874
 4849    0.7255    0.8326    0.8873
 4850    0.7255    0.8326    0.8873
 4851    0.7255    0.8326    0.8872
 4852    0.7254    0.8325    0.8872
 4853    0.7255    0.8326    0.8872
 4854    0.7254    0.8325    0.8872
 4855    0.7254    0.8325    0.8872
 4856    0.7254    0.8325    0.8872
 4857    0.7255    0.8326    0.8873
 4858    0.7255    0.8326    0.8874
 4859    0.7255    0.8326    0.8873
 4860    0.7255    0.8326    0.8874
 4861    0.7255    0.8327    0.8874
 4862    0.7255    0.8327    0.8875
 4863    0.7255    0.8327    0.8875
 4864    0.7255    0.8327    0.8875
 4865    0.7256    0.8328    0.8876
 4866    0.7256    0.8328    0.8877
 4867    0.7256    0.8329    0.8877
 4868    0.7257    0.8329    0.8878
 4869    0.7256    0.8329    0.8877
 4870    0.7255    0.8327    0.8874
 4871    0.7256    0.8328    0.8875
 4872    0.7255    0.8326    0.8873
 4873    0.7255    0.8327    0.8873
 4874    0.7255    0.8327    0.8874
 4875    0.7256    0.8328    0.8875
 4876    0.7256    0.8328    0.8875
 4877    0.7256    0.8329    0.8876
 4878    0.7257    0.8329    0.8877
 4879    0.7257    0.8330    0.8877
 4880    0.7257    0.8330    0.8878
 4881    0.7256    0.8329    0.8876
 4882    0.7256    0.8327    0.8873
 4883    0.7255    0.8326    0.8872
 4884    0.7255    0.8326    0.8872
 4885    0.7255    0.8325    0.8871
 4886    0.7254    0.8325    0.8871
 4887    0.7254    0.8324    0.8870
 4888    0.7254    0.8324    0.8870
 4889    0.7254    0.8324    0.8870
 4890    0.7254    0.8324    0.8870
 4891    0.7254    0.8325    0.8871
 4892    0.7254    0.8325    0.8872
 4893    0.7255    0.8326    0.8872
 4894    0.7255    0.8326    0.8873
 4895    0.7255    0.8326    0.8872
 4896    0.7255    0.8326    0.8873
 4897    0.7255    0.8327    0.8874
 4898    0.7255    0.8326    0.8873
 4899    0.7255    0.8327    0.8874
 4900    0.7255    0.8326    0.8873
 4901    0.7255    0.8327    0.8874
 4902    0.7255    0.8327    0.8875
 4903    0.7256    0.8328    0.8875
 4904    0.7255    0.8327    0.8875
 4905    0.7256    0.8328    0.8876
 4906    0.7256    0.8328    0.8876
 4907    0.7256    0.8328    0.8876
 4908    0.7255    0.8328    0.8875
 4909    0.7256    0.8328    0.8876
 4910    0.7256    0.8329    0.8877
 4911    0.7256    0.8328    0.8876
 4912    0.7255    0.8328    0.8876
 4913    0.7256    0.8328    0.8876
 4914    0.7255    0.8328    0.8876
 4915    0.7255    0.8326    0.8874
 4916    0.7254    0.8326    0.8873
 4917    0.7254    0.8325    0.8873
 4918    0.7254    0.8326    0.8874
 4919    0.7255    0.8326    0.8874
 4920    0.7255    0.8327    0.8875
 4921    0.7255    0.8327    0.8875
 4922    0.7255    0.8327    0.8875
 4923    0.7255    0.8327    0.8876
 4924    0.7256    0.8328    0.8876
 4925    0.7255    0.8328    0.8876
 4926    0.7256    0.8328    0.8876
 4927    0.7255    0.8328    0.8876
 4928    0.7255    0.8327    0.8876
 4929    0.7255    0.8328    0.8876
 4930    0.7256    0.8328    0.8877
 4931    0.7255    0.8327    0.8875
 4932    0.7255    0.8327    0.8875
 4933    0.7255    0.8328    0.8876
 4934    0.7255    0.8327    0.8876
 4935    0.7255    0.8328    0.8876
 4936    0.7256    0.8328    0.8877
 4937    0.7255    0.8328    0.8876
 4938    0.7256    0.8328    0.8877
 4939    0.7256    0.8329    0.8878
 4940    0.7256    0.8328    0.8877
 4941    0.7255    0.8327    0.8875
 4942    0.7255    0.8327    0.8876
 4943    0.7255    0.8328    0.8876
 4944    0.7255    0.8327    0.8876
 4945    0.7255    0.8328    0.8876
 4946    0.7256    0.8328    0.8877
 4947    0.7255    0.8327    0.8875
 4948    0.7255    0.8327    0.8875
 4949    0.7255    0.8327    0.8875
 4950    0.7255    0.8327    0.8876
 4951    0.7256    0.8328    0.8876
 4952    0.7256    0.8328    0.8877
 4953    0.7256    0.8329    0.8878
 4954    0.7256    0.8329    0.8878
 4955    0.7257    0.8330    0.8879
 4956    0.7257    0.8330    0.8879
 4957    0.7256    0.8329    0.8877
 4958    0.7256    0.8329    0.8878
 4959    0.7257    0.8330    0.8879
 4960    0.7257    0.8330    0.8879
 4961    0.7257    0.8331    0.8880
 4962    0.7258    0.8331    0.8880
 4963    0.7258    0.8332    0.8881
 4964    0.7258    0.8332    0.8882
 4965    0.7257    0.8331    0.8879
 4966    0.7257    0.8331    0.8879
 4967    0.7257    0.8330    0.8879
 4968    0.7257    0.8330    0.8878
 4969    0.7256    0.8329    0.8878
 4970    0.7257    0.8330    0.8878
 4971    0.7257    0.8330    0.8879
 4972    0.7257    0.8330    0.8879
 4973    0.7257    0.8330    0.8879
 4974    0.7257    0.8330    0.8879
 4975    0.7256    0.8328    0.8877
 4976    0.7256    0.8329    0.8877
 4977    0.7256    0.8328    0.8877
 4978    0.7256    0.8329    0.8877
 4979    0.7256    0.8329    0.8878
 4980    0.7257    0.8330    0.8879
 4981    0.7257    0.8330    0.8879
 4982    0.7257    0.8331    0.8880
 4983    0.7257    0.8331    0.8881
 4984    0.7257    0.8331    0.8880
 4985    0.7257    0.8331    0.8880
 4986    0.7257    0.8330    0.8879
